date,region,state_po,candidate,party,voteshare,ev
11/2/1832,National Popular Vote,NPV,Clay,national republican,37.42
11/2/1832,National Popular Vote,NPV,Wirt,independent,7.78
11/3/1836,Alabama,AL,Van Buren,democrat,55.33569284,
11/3/1836,Alabama,AL,Harrison,whig,0,
11/3/1836,Alabama,AL,White,independent,44.66430716,
11/3/1836,Alabama,AL,Webster,independent,0,
11/3/1836,Alabama,AL,Other,independent,0,
11/3/1836,Arkansas,AR,Van Buren,democrat,64.08185245,
11/3/1836,Arkansas,AR,Harrison,whig,0,
11/3/1836,Arkansas,AR,White,independent,35.91814755,
11/3/1836,Arkansas,AR,Webster,independent,0,
11/3/1836,Arkansas,AR,Other,independent,0,
11/3/1836,Connecticut,CT,Van Buren,democrat,50.64972567,
11/3/1836,Connecticut,CT,Harrison,whig,49.35027433,
11/3/1836,Connecticut,CT,White,independent,0,
11/3/1836,Connecticut,CT,Webster,independent,0,
11/3/1836,Connecticut,CT,Other,independent,0,
11/3/1836,Delaware,DE,Van Buren,democrat,46.70039348,
11/3/1836,Delaware,DE,Harrison,whig,53.24339517,
11/3/1836,Delaware,DE,White,independent,0,
11/3/1836,Delaware,DE,Webster,independent,0,
11/3/1836,Delaware,DE,Other,independent,0.05621135469,
11/3/1836,Georgia,GA,Van Buren,democrat,48.19822679,
11/3/1836,Georgia,GA,Harrison,whig,0,
11/3/1836,Georgia,GA,White,independent,51.80177321,
11/3/1836,Georgia,GA,Webster,independent,0,
11/3/1836,Georgia,GA,Other,independent,0,
11/3/1836,Illinois,IL,Van Buren,democrat,54.68754652,
11/3/1836,Illinois,IL,Harrison,whig,45.31245348,
11/3/1836,Illinois,IL,White,independent,0,
11/3/1836,Illinois,IL,Webster,independent,0,
11/3/1836,Illinois,IL,Other,independent,0,
11/3/1836,Indiana,IN,Van Buren,democrat,44.03259263,
11/3/1836,Indiana,IN,Harrison,whig,55.96740737,
11/3/1836,Indiana,IN,White,independent,0,
11/3/1836,Indiana,IN,Webster,independent,0,
11/3/1836,Indiana,IN,Other,independent,0,
11/3/1836,Kentucky,KY,Van Buren,democrat,47.40904551,
11/3/1836,Kentucky,KY,Harrison,whig,52.59095449,
11/3/1836,Kentucky,KY,White,independent,0,
11/3/1836,Kentucky,KY,Webster,independent,0,
11/3/1836,Kentucky,KY,Other,independent,0,
11/3/1836,Louisiana,LA,Van Buren,democrat,51.74410774,
11/3/1836,Louisiana,LA,Harrison,whig,0,
11/3/1836,Louisiana,LA,White,independent,48.25589226,
11/3/1836,Louisiana,LA,Webster,independent,0,
11/3/1836,Louisiana,LA,Other,independent,0,
11/3/1836,Maine,ME,Van Buren,democrat,58.91843056,
11/3/1836,Maine,ME,Harrison,whig,38.21115126,
11/3/1836,Maine,ME,White,independent,0,
11/3/1836,Maine,ME,Webster,independent,0,
11/3/1836,Maine,ME,Other,independent,2.870418172,
11/3/1836,Maryland,MD,Van Buren,democrat,46.27486024,
11/3/1836,Maryland,MD,Harrison,whig,53.72513976,
11/3/1836,Maryland,MD,White,independent,0,
11/3/1836,Maryland,MD,Webster,independent,0,
11/3/1836,Maryland,MD,Other,independent,0,
11/3/1836,Massachusetts,MA,Van Buren,democrat,44.80811433,
11/3/1836,Massachusetts,MA,Harrison,whig,0,
11/3/1836,Massachusetts,MA,White,independent,0,
11/3/1836,Massachusetts,MA,Webster,independent,55.1316705,
11/3/1836,Massachusetts,MA,Other,independent,0.06021516887,
11/3/1836,Michigan,MI,Van Buren,democrat,56.22483619,
11/3/1836,Michigan,MI,Harrison,whig,43.77516381,
11/3/1836,Michigan,MI,White,independent,0,
11/3/1836,Michigan,MI,Webster,independent,0,
11/3/1836,Michigan,MI,Other,independent,0,
11/3/1836,Mississippi,MS,Van Buren,democrat,51.28243438,
11/3/1836,Mississippi,MS,Harrison,whig,0,
11/3/1836,Mississippi,MS,White,independent,48.71756562,
11/3/1836,Mississippi,MS,Webster,independent,0,
11/3/1836,Mississippi,MS,Other,independent,0,
11/3/1836,Missouri,MO,Van Buren,democrat,59.97708924,
11/3/1836,Missouri,MO,Harrison,whig,0,
11/3/1836,Missouri,MO,White,independent,40.02291076,
11/3/1836,Missouri,MO,Webster,independent,0,
11/3/1836,Missouri,MO,Other,independent,0,
11/3/1836,New Hampshire,NH,Van Buren,democrat,75.01303912,
11/3/1836,New Hampshire,NH,Harrison,whig,24.98696088,
11/3/1836,New Hampshire,NH,White,independent,0,
11/3/1836,New Hampshire,NH,Webster,independent,0,
11/3/1836,New Hampshire,NH,Other,independent,0,
11/3/1836,New Jersey,NJ,Van Buren,democrat,49.47321618,
11/3/1836,New Jersey,NJ,Harrison,whig,50.52678382,
11/3/1836,New Jersey,NJ,White,independent,0,
11/3/1836,New Jersey,NJ,Webster,independent,0,
11/3/1836,New Jersey,NJ,Other,independent,0,
11/3/1836,New York,NY,Van Buren,democrat,54.625454,
11/3/1836,New York,NY,Harrison,whig,45.374546,
11/3/1836,New York,NY,White,independent,0,
11/3/1836,New York,NY,Webster,independent,0,
11/3/1836,New York,NY,Other,independent,0,
11/3/1836,North Carolina,NC,Van Buren,democrat,53.09951548,
11/3/1836,North Carolina,NC,Harrison,whig,0,
11/3/1836,North Carolina,NC,White,independent,46.89849062,
11/3/1836,North Carolina,NC,Webster,independent,0,
11/3/1836,North Carolina,NC,Other,independent,0.00199389867,
11/3/1836,Ohio,OH,Van Buren,democrat,47.56416403,
11/3/1836,Ohio,OH,Harrison,whig,51.87389106,
11/3/1836,Ohio,OH,White,independent,0,
11/3/1836,Ohio,OH,Webster,independent,0,
11/3/1836,Ohio,OH,Other,independent,0.5619449126,
11/3/1836,Pennsylvania,PA,Van Buren,democrat,51.18136234,
11/3/1836,Pennsylvania,PA,Harrison,whig,48.81863766,
11/3/1836,Pennsylvania,PA,White,independent,0,
11/3/1836,Pennsylvania,PA,Webster,independent,0,
11/3/1836,Pennsylvania,PA,Other,independent,0,
11/3/1836,Rhode Island,RI,Van Buren,democrat,52.23827987,
11/3/1836,Rhode Island,RI,Harrison,whig,47.76172013,
11/3/1836,Rhode Island,RI,White,independent,0,
11/3/1836,Rhode Island,RI,Webster,independent,0,
11/3/1836,Rhode Island,RI,Other,independent,0,
11/3/1836,South Carolina,SC,Van Buren,democratic,0,
11/3/1836,South Carolina,SC,Harrison,whig,0,
11/3/1836,South Carolina,SC,White,independent,0,
11/3/1836,South Carolina,SC,Webster,independent,0,
11/3/1836,South Carolina,SC,Other,independent,0,
11/3/1836,South Carolina,SC,Magnum,independent,100,
11/3/1836,Tennessee,TN,Van Buren,democrat,42.07598437,
11/3/1836,Tennessee,TN,Harrison,whig,0,
11/3/1836,Tennessee,TN,White,independent,57.92401563,
11/3/1836,Tennessee,TN,Webster,independent,0,
11/3/1836,Tennessee,TN,Other,independent,0,
11/3/1836,Vermont,VT,Van Buren,democrat,40.07022352,
11/3/1836,Vermont,VT,Harrison,whig,59.92977648,
11/3/1836,Vermont,VT,White,independent,0,
11/3/1836,Vermont,VT,Webster,independent,0,
11/3/1836,Vermont,VT,Other,independent,0,
11/3/1836,Virginia,VA,Van Buren,democrat,56.642877,
11/3/1836,Virginia,VA,Harrison,whig,0,
11/3/1836,Virginia,VA,White,independent,43.3478543,
11/3/1836,Virginia,VA,Webster,independent,0,
11/3/1836,Virginia,VA,Other,independent,0.009268699601,
11/3/1836,National Popular Vote,NPV,Van Buren,democrat,50.83
11/3/1836,National Popular Vote,NPV,Harrison,whig,36.63
11/3/1836,National Popular Vote,NPV,White,independent,9.72
11/3/1836,National Popular Vote,NPV,Webster,independent,2.74
10/30/1840,Alabama,AL,Van Buren,democrat,54.38402841,
10/30/1840,Alabama,AL,Harrison,whig,45.61597159,
10/30/1840,Alabama,AL,Other,independent,0,
10/30/1840,Arkansas,AR,Van Buren,democrat,56.41523777,
10/30/1840,Arkansas,AR,Harrison,whig,43.58476223,
10/30/1840,Arkansas,AR,Other,independent,0,
10/30/1840,Connecticut,CT,Van Buren,democrat,44.44698395,
10/30/1840,Connecticut,CT,Harrison,whig,55.55301605,
10/30/1840,Connecticut,CT,Other,independent,0,
10/30/1840,Delaware,DE,Van Buren,democrat,44.89495024,
10/30/1840,Delaware,DE,Harrison,whig,54.98525617,
10/30/1840,Delaware,DE,Other,independent,0.1197935864,
10/30/1840,Georgia,GA,Van Buren,democrat,44.22305799,
10/30/1840,Georgia,GA,Harrison,whig,55.77694201,
10/30/1840,Georgia,GA,Other,independent,0,
10/30/1840,Illinois,IL,Van Buren,democrat,50.91601825,
10/30/1840,Illinois,IL,Harrison,whig,48.91226187,
10/30/1840,Illinois,IL,Other,independent,0.1717198819,
10/30/1840,Indiana,IN,Van Buren,democrat,44.14144697,
10/30/1840,Indiana,IN,Harrison,whig,55.85855303,
10/30/1840,Indiana,IN,Other,independent,0,
10/30/1840,Kentucky,KY,Van Buren,democrat,35.80084299,
10/30/1840,Kentucky,KY,Harrison,whig,64.19915701,
10/30/1840,Kentucky,KY,Other,independent,0,
10/30/1840,Louisiana,LA,Van Buren,democrat,40.27072758,
10/30/1840,Louisiana,LA,Harrison,whig,59.72927242,
10/30/1840,Louisiana,LA,Other,independent,0,
10/30/1840,Maine,ME,Van Buren,democrat,49.77263421,
10/30/1840,Maine,ME,Harrison,whig,50.22736579,
10/30/1840,Maine,ME,Other,independent,0,
10/30/1840,Maryland,MD,Van Buren,democrat,46.16570328,
10/30/1840,Maryland,MD,Harrison,whig,53.83429672,
10/30/1840,Maryland,MD,Other,independent,0,
10/30/1840,Massachusetts,MA,Van Buren,democrat,41.28129312,
10/30/1840,Massachusetts,MA,Harrison,whig,57.44293318,
10/30/1840,Massachusetts,MA,Other,independent,1.275773704,
10/30/1840,Michigan,MI,Van Buren,democrat,47.56708005,
10/30/1840,Michigan,MI,Harrison,whig,51.70913191,
10/30/1840,Michigan,MI,Other,independent,0.7237880496,
10/30/1840,Mississippi,MS,Van Buren,democrat,46.57084189,
10/30/1840,Mississippi,MS,Harrison,whig,53.42915811,
10/30/1840,Mississippi,MS,Other,independent,0,
10/30/1840,Missouri,MO,Van Buren,democrat,56.62755324,
10/30/1840,Missouri,MO,Harrison,whig,43.37244676,
10/30/1840,Missouri,MO,Other,independent,0,
10/30/1840,New Hampshire,NH,Van Buren,democrat,54.66341984,
10/30/1840,New Hampshire,NH,Harrison,whig,43.88218027,
10/30/1840,New Hampshire,NH,Other,independent,1.454399893,
10/30/1840,New Jersey,NJ,Van Buren,democrat,48.14906755,
10/30/1840,New Jersey,NJ,Harrison,whig,51.74387936,
10/30/1840,New Jersey,NJ,Other,independent,0.1070530921,
10/30/1840,New York,NY,Van Buren,democrat,48.17945251,
10/30/1840,New York,NY,Harrison,whig,51.18436936,
10/30/1840,New York,NY,Other,independent,0.6361781299,
10/30/1840,North Carolina,NC,Van Buren,democrat,42.32117421,
10/30/1840,North Carolina,NC,Harrison,whig,57.67882579,
10/30/1840,North Carolina,NC,Other,independent,0,
10/30/1840,Ohio,OH,Van Buren,democrat,45.56715186,
10/30/1840,Ohio,OH,Harrison,whig,54.10309595,
10/30/1840,Ohio,OH,Other,independent,0.3297521929,
10/30/1840,Pennsylvania,PA,Van Buren,democrat,49.88299667,
10/30/1840,Pennsylvania,PA,Harrison,whig,49.99895843,
10/30/1840,Pennsylvania,PA,Other,independent,0.1180448987,
10/30/1840,Rhode Island,RI,Van Buren,democrat,38.29022155,
10/30/1840,Rhode Island,RI,Harrison,whig,61.22259599,
10/30/1840,Rhode Island,RI,Other,independent,0.4871824614,
10/30/1840,South Carolina,SC,Van Buren,democratic,100,
10/30/1840,South Carolina,SC,Harrison,whig,0,
10/30/1840,South Carolina,SC,Other,independent,0,
10/30/1840,Tennessee,TN,Van Buren,democrat,44.33954413,
10/30/1840,Tennessee,TN,Harrison,whig,55.66045587,
10/30/1840,Tennessee,TN,Other,independent,0,
10/30/1840,Vermont,VT,Van Buren,democrat,35.46963938,
10/30/1840,Vermont,VT,Harrison,whig,63.90207394,
10/30/1840,Vermont,VT,Other,independent,0.6282866878,
10/30/1840,Virginia,VA,Van Buren,democrat,50.64819316,
10/30/1840,Virginia,VA,Harrison,whig,49.35180684,
10/30/1840,Virginia,VA,Other,independent,0,
10/30/1840,National Popular Vote,NPV,Van Buren,democrat,46.82
10/30/1840,National Popular Vote,NPV,Harrison,whig,52.87
11/1/1844,Alabama,AL,Polk,democratic,58.98932227,
11/1/1844,Alabama,AL,Clay,whig,41.01067773,
11/1/1844,Alabama,AL,Birney,independent,0,
11/1/1844,Alabama,AL,Other,independent,0,
11/1/1844,Arkansas,AR,Polk,democratic,63.00990099,
11/1/1844,Arkansas,AR,Clay,whig,36.99009901,
11/1/1844,Arkansas,AR,Birney,independent,0,
11/1/1844,Arkansas,AR,Other,independent,0,
11/1/1844,Connecticut,CT,Polk,democratic,46.18206017,
11/1/1844,Connecticut,CT,Clay,whig,50.81094466,
11/1/1844,Connecticut,CT,Birney,independent,3.006995171,
11/1/1844,Connecticut,CT,Other,independent,0,
11/1/1844,Delaware,DE,Polk,democratic,48.74663183,
11/1/1844,Delaware,DE,Clay,whig,51.20437658,
11/1/1844,Delaware,DE,Birney,independent,0,
11/1/1844,Delaware,DE,Other,independent,0.04899158978,
11/1/1844,Georgia,GA,Polk,democratic,51.18670794,
11/1/1844,Georgia,GA,Clay,whig,48.81329206,
11/1/1844,Georgia,GA,Birney,independent,0,
11/1/1844,Georgia,GA,Other,independent,0,
11/1/1844,Illinois,IL,Polk,democratic,53.91217437,
11/1/1844,Illinois,IL,Clay,whig,42.0459026,
11/1/1844,Illinois,IL,Birney,independent,3.180905398,
11/1/1844,Illinois,IL,Other,independent,0.861017633,
11/1/1844,Indiana,IN,Polk,democratic,50.07420409,
11/1/1844,Indiana,IN,Clay,whig,48.42316309,
11/1/1844,Indiana,IN,Birney,independent,1.502632818,
11/1/1844,Indiana,IN,Other,independent,0,
11/1/1844,Kentucky,KY,Polk,democratic,45.91078888,
11/1/1844,Kentucky,KY,Clay,whig,54.08921112,
11/1/1844,Kentucky,KY,Birney,independent,0,
11/1/1844,Kentucky,KY,Other,independent,0,
11/1/1844,Louisiana,LA,Polk,democratic,51.30094919,
11/1/1844,Louisiana,LA,Clay,whig,48.69905081,
11/1/1844,Louisiana,LA,Birney,independent,0,
11/1/1844,Louisiana,LA,Other,independent,0,
11/1/1844,Maine,ME,Polk,democratic,53.82948913,
11/1/1844,Maine,ME,Clay,whig,40.47661098,
11/1/1844,Maine,ME,Birney,independent,5.693899898,
11/1/1844,Maine,ME,Other,independent,0,
11/1/1844,Maryland,MD,Polk,democratic,47.6139176,
11/1/1844,Maryland,MD,Clay,whig,52.3860824,
11/1/1844,Maryland,MD,Birney,independent,0,
11/1/1844,Maryland,MD,Other,independent,0,
11/1/1844,Massachusetts,MA,Polk,democratic,40.16980089,
11/1/1844,Massachusetts,MA,Clay,whig,50.79030878,
11/1/1844,Massachusetts,MA,Birney,independent,8.20224634,
11/1/1844,Massachusetts,MA,Other,independent,0.8376439937,
11/1/1844,Michigan,MI,Polk,democratic,49.75157396,
11/1/1844,Michigan,MI,Clay,whig,43.72118886,
11/1/1844,Michigan,MI,Birney,independent,6.52723718,
11/1/1844,Michigan,MI,Other,independent,0,
11/1/1844,Mississippi,MS,Polk,democratic,57.43045063,
11/1/1844,Mississippi,MS,Clay,whig,42.56954937,
11/1/1844,Mississippi,MS,Birney,independent,0,
11/1/1844,Mississippi,MS,Other,independent,0,
11/1/1844,Missouri,MO,Polk,democratic,56.97857202,
11/1/1844,Missouri,MO,Clay,whig,43.02142798,
11/1/1844,Missouri,MO,Birney,independent,0,
11/1/1844,Missouri,MO,Other,independent,0,
11/1/1844,New Hampshire,NH,Polk,democratic,55.21784211,
11/1/1844,New Hampshire,NH,Clay,whig,36.32260557,
11/1/1844,New Hampshire,NH,Birney,independent,8.459552321,
11/1/1844,New Hampshire,NH,Other,independent,0,
11/1/1844,New Jersey,NJ,Polk,democratic,49.37190561,
11/1/1844,New Jersey,NJ,Clay,whig,50.45559886,
11/1/1844,New Jersey,NJ,Birney,independent,0.172495523,
11/1/1844,New Jersey,NJ,Other,independent,0,
11/1/1844,New York,NY,Polk,democratic,48.89829218,
11/1/1844,New York,NY,Clay,whig,47.84741974,
11/1/1844,New York,NY,Birney,independent,3.254288078,
11/1/1844,New York,NY,Other,independent,0,
11/1/1844,North Carolina,NC,Polk,democratic,47.60848754,
11/1/1844,North Carolina,NC,Clay,whig,52.38908884,
11/1/1844,North Carolina,NC,Birney,independent,0,
11/1/1844,North Carolina,NC,Other,independent,0.002423625501,
11/1/1844,Ohio,OH,Polk,democratic,47.74168546,
11/1/1844,Ohio,OH,Clay,whig,49.68003741,
11/1/1844,Ohio,OH,Birney,independent,2.578277134,
11/1/1844,Ohio,OH,Other,independent,0,
11/1/1844,Pennsylvania,PA,Polk,democratic,50.500947,
11/1/1844,Pennsylvania,PA,Clay,whig,48.59427213,
11/1/1844,Pennsylvania,PA,Birney,independent,0.9047808621,
11/1/1844,Pennsylvania,PA,Other,independent,0,
11/1/1844,Rhode Island,RI,Polk,democratic,39.58197788,
11/1/1844,Rhode Island,RI,Clay,whig,59.54782043,
11/1/1844,Rhode Island,RI,Birney,independent,0.8702016916,
11/1/1844,Rhode Island,RI,Other,independent,0,
11/1/1844,South Carolina,SC,Polk,democratic,100,
11/1/1844,South Carolina,SC,Clay,whig,0,
11/1/1844,South Carolina,SC,Birney,independent,0,
11/1/1844,South Carolina,SC,Other,independent,0,
11/1/1844,Tennessee,TN,Polk,democratic,49.94873163,
11/1/1844,Tennessee,TN,Clay,whig,50.05126837,
11/1/1844,Tennessee,TN,Birney,independent,0,
11/1/1844,Tennessee,TN,Other,independent,0,
11/1/1844,Vermont,VT,Polk,democratic,36.96368961,
11/1/1844,Vermont,VT,Clay,whig,54.84445719,
11/1/1844,Vermont,VT,Birney,independent,8.130414303,
11/1/1844,Vermont,VT,Other,independent,0.06143889901,
11/1/1844,Virginia,VA,Polk,democratic,53.04535321,
11/1/1844,Virginia,VA,Clay,whig,46.95464679,
11/1/1844,Virginia,VA,Birney,independent,0,
11/1/1844,Virginia,VA,Other,independent,0,
11/1/1844,National Popular Vote,NPV,Polk,democrat,49.54
11/1/1844,National Popular Vote,NPV,Clay,whig,48.08
11/1/1844,National Popular Vote,NPV,Birney,independent,2.30
11/7/1848,Alabama,AL,Cass,democratic,50.55709629,
11/7/1848,Alabama,AL,Taylor,whig,49.43641642,
11/7/1848,Alabama,AL,Van Buren,free soil,0,
11/7/1848,Alabama,AL,Other,independent,0.006487293015,
11/7/1848,Arkansas,AR,Cass,democratic,55.07460919,
11/7/1848,Arkansas,AR,Taylor,whig,44.92539081,
11/7/1848,Arkansas,AR,Van Buren,free soil,0,
11/7/1848,Arkansas,AR,Other,independent,0,
11/7/1848,Connecticut,CT,Cass,democratic,43.35235104,
11/7/1848,Connecticut,CT,Taylor,whig,48.58809577,
11/7/1848,Connecticut,CT,Van Buren,free soil,8.02109042,
11/7/1848,Connecticut,CT,Other,independent,0.03846277124,
11/7/1848,Delaware,DE,Cass,democratic,47.53861004,
11/7/1848,Delaware,DE,Taylor,whig,51.8018018,
11/7/1848,Delaware,DE,Van Buren,free soil,0.6595881596,
11/7/1848,Delaware,DE,Other,independent,0,
11/7/1848,Florida,FL,Cass,democratic,42.80161044,
11/7/1848,Florida,FL,Taylor,whig,57.19838956,
11/7/1848,Florida,FL,Van Buren,free soil,0,
11/7/1848,Florida,FL,Other,independent,0,
11/7/1848,Georgia,GA,Cass,democratic,48.51219169,
11/7/1848,Georgia,GA,Taylor,whig,51.48780831,
11/7/1848,Georgia,GA,Van Buren,free soil,0,
11/7/1848,Georgia,GA,Other,independent,0,
11/7/1848,Illinois,IL,Cass,democratic,44.90673858,
11/7/1848,Illinois,IL,Taylor,whig,42.41949982,
11/7/1848,Illinois,IL,Van Buren,free soil,12.60233073,
11/7/1848,Illinois,IL,Other,independent,0.07143086455,
11/7/1848,Indiana,IN,Cass,democratic,48.93225621,
11/7/1848,Indiana,IN,Taylor,whig,45.7650309,
11/7/1848,Indiana,IN,Van Buren,free soil,5.302712894,
11/7/1848,Indiana,IN,Other,independent,0,
11/7/1848,Iowa,IA,Cass,democratic,50.46023977,
11/7/1848,Iowa,IA,Taylor,whig,44.58713125,
11/7/1848,Iowa,IA,Van Buren,free soil,4.952628979,
11/7/1848,Iowa,IA,Other,independent,0,
11/7/1848,Kentucky,KY,Cass,democratic,42.54481667,
11/7/1848,Kentucky,KY,Taylor,whig,57.45518333,
11/7/1848,Kentucky,KY,Van Buren,free soil,0,
11/7/1848,Kentucky,KY,Other,independent,0,
11/7/1848,Louisiana,LA,Cass,democratic,45.41132699,
11/7/1848,Louisiana,LA,Taylor,whig,54.58867301,
